author,comments,country,crawled,domain_rank,language,likes,main_image,ord_in_thread,participants_count,published,replies_count,section_title,shares,site,spam_score,text,title,type,uuid
Camila Domonoske,0,US,2017-06-08T20:51:34.000+03:00,495.0,english,0,https://media.npr.org/assets/img/2017/06/08/gettyimages-693431588_wide-c8ddbe0b6f3fc8c54313948dd87ab56ded2fef90.jpg?s=1400,0,0,2017-06-08T08:00:00.000+03:00,0,,0,npr.org,0.08,"Enlarge this image 
Men in military uniform stand at a window in the Iranian Parliament building following an attack on Wednesday in Tehran. More than a dozen people were killed and many more wounded during twin gun and suicide bomb attacks in Iran's capital. Majid Saeedi/Getty Images hide caption toggle caption Majid Saeedi/Getty Images Men in military uniform stand at a window in the Iranian Parliament building following an attack on Wednesday in Tehran. More than a dozen people were killed and many more wounded during twin gun and suicide bomb attacks in Iran's capital. Majid Saeedi/Getty Images 
A day after the twin terrorist attacks in Tehran, Iranian state media said the death toll has risen to 17 and Iran's foreign minister denounced the official White House response as ""repugnant."" 
Iran's Intelligence Ministry also identified five extremists who attacked the Parliament and the mausoleum of Ayatollah Ruhollah Khomeini on Wednesday and confirmed that they had fought for the Islamic State in Iraq and Syria, according to the state-run IRNA news agency. 
Two teams of attackers armed with guns and explosives targeted the Parliament building and the mausoleum in apparently coordinated attacks that occurred within an hour of each other. Twin Attacks Hit Iran's Parliament And Khomeini Mausoleum; ISIS Claims Responsibility 
Five of the attackers died and, Reuters reports, more than half a dozen suspects have been arrested in connection with the assault — the first major attack Iran has experienced in years. 
Iran initially said a dozen victims died; it's unclear whether the toll announced Thursday includes the five attackers. Dozens of people were wounded. 
Meanwhile, President Trump's statement on the attack has prompted criticism in Iran. The statement from the White House read in full: 
""We grieve and pray for the innocent victims of the terrorist attacks in Iran, and for the Iranian people, who are going through such challenging times. We underscore that states that sponsor terrorism risk falling victim to the evil they promote."" 
That second sentence, suggesting Iran bears responsibility for an attack against its civilians, was not well-received, NPR's Peter Kenyon reports. Iranian Foreign Minister Mohammad Javad-Zarif called it ""repugnant"" on Twitter and said the Iranian people ""reject"" the statement. 
Other parts of Trump's administration have been striving to moderate that message. NPR's Michele Kelemen notes that the State Department condemned the attack and wrote that ""the depravity of terrorism has no place in a peaceful, civilized world."" 
The United States and several allies in the Middle East have been fighting against the Islamic State. Iran also has been fiercely opposed to the militant group. Iran is a majority-Shiite nation, and the Islamic State is a Sunni group that often targets Shiite Muslims. 
Iran has indirectly suggested that Saudi Arabia, its major regional rival and a U.S. ally, played a role in the attack. 
Iran's Revolutionary Guards have suggested that the attack was linked to Saudi Arabia. They never named the country directly, but the implication was clear. Their statement, according to a Financial Times translation and annotation, read: ""This terrorist act took place a week after a joint meeting between the US president and head of a reactionary regional country [Saudi Arabia] which has been a constant supporter of terrorism. ... The fact ISIS claimed responsibility proves that they [Saudi Arabia] were involved in the brutal attack."" 
Intelligence Minister Mahmoud Alavi told IRNA on Thursday that it is clear Saudi Arabia supports terrorist groups but it is too soon to say whether it was involved in the Parliament and mausoleum strikes. 
Saudi Arabia has denied involvement, Reuters reports . ",Death Toll In Tehran Attack Rises; Iranian Official Calls U.S. Response 'Repugnant' : The Two-Way : NPR,normal,2e63722851fbc7103ef5d99d8e26ae88ab13fd1d
Associated Press,0,US,2017-06-08T20:53:13.000+03:00,1044.0,english,299,http://d3i6fh83elv35t.cloudfront.net/newshour/wp-content/uploads/2017/06/RTX39P35-e1496944040564.jpg,0,0,2017-06-08T20:53:13.000+03:00,0,,299,pbs.org,0.14,"Are you aware of our comment policy? PBS NewsHour allows open commenting for all registered users, and encourages discussion amongst you, our audience. However, if a commenter violates our terms of use or abuses the commenting forum, their comment may go into moderation or be removed entirely. We reserve the right to remove posts that do not follow these basic guidelines: comments must be relevant to the topic of the post; may not include profanity, personal attacks or hate speech; may not promote a business or raise money; may not be spam. Anything you post should be your own work. The PBS NewsHour reserves the right to read on the air and/or publish on its website or in any medium now known or unknown the comments or emails that we receive. By submitting comments, you agree to the PBS Terms of Use and Privacy Policy , which include more details. READ THIS NEXT",Senate Intel committee says more work ahead in Russia probe | PBS NewsHour,normal,a4050996d98efeb774e11bdba6158ae8417d5c99
Cbs Ap June,0,US,2017-06-08T21:01:29.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/95e0cbf7-e3c3-4cb7-881c-1cd1d6c8de85/2017-06-08t113321z-57747893-rc1a7745e570-rtrmadp-3-britain-security.jpg,0,0,2017-06-08T21:01:29.001+03:00,0,,0,cbsnews.com,0.055,"CBS/AP June 8, 2017, 1:50 PM Dramatic video shows moment police shot London Bridge attackers Email 
LONDON -- Dramatic video footage released Thursday captures the moment when armed police swooped into a busy market area near London Bridge on Saturday night and shot dead three attackers who had just left a trail of bloodshed, killing eight people and wounding scores. 
The surveillance camera footage shows the first police car rolling forward as the attackers lunge at a man to stab him during the late night attacks. Within minutes, the attackers are shot dead and another police car arrives as people are seen running for their lives. One police officer is seen kicking the body of one of the dead attackers. 
Who were the London attackers? Chef, clerk and ""suspicious"" Italian 
During the confrontation, passers-by can be seen throwing objects at the attackers before the last victim is shown stumbling away. Shortly later, the lifeless bodies of the attackers are seen on the pavement. Some 48 rounds were fired to stop the attack within eight minutes. 
As investigators hunted for potential accomplices linked to the three attackers on Thursday, voters cast ballots in a general election that has spotlighted security concerns. 
Police briefly closed off an area of London near Charing Cross train station after a suspicious package was found. The Metropolitan Police said the package was not terror-related in the end. There have been increased security patrols throughout London. 
Saturday's attack was the third such deadly incident in England in just three months. 
Police also carried out raids to several properties in east London on Wednesday and Thursday. Six men were arrested - three in connection to London Bridge attack. One of the arrests included a man who allegedly worked out at the same gym as 27-year-old Khurum Butt, thought to be the attack ringleader. The two other attackers were named as 22-year-old Youssef Zaghba and 30-year-old Rachid Redouane. British police said two incidents, one on London Bridge and one at nearby Borough Market, are being treated as terrorist incidents 
Butt, once seen in a documentary called ""The Jihadis Next Door,"" had been repeatedly reported to police for his violent behavior and reports from a neighbor who said he was trying to lure young kids to radical Islam. His name had also been flagged in 2015 by FBI informant Jesse Morton who told authorities he had met Butt in an extremist internet chatroom used by Anjem Choudary, one of Europe's most prolific hate preachers who was jailed last year for his support of the Islamic State group, according to a British government official who spoke on condition of anonymity because he was not authorized to speak about the ongoing attack investigation. 
Born in Pakistan, Butt's family in Britain released a statement on Wednesday apologizing for his actions. Relatives in Pakistan, meanwhile, said he had brought shame on to the family. 
The Italian mother of Zaghba, whose father was Moroccan, said Wednesday that her son had become radicalized in Britain after falling in with the wrong group of friends. Italian authorities alerted their British counterparts after he bought a one-way ticket to Turkey. He had said he wanted to go to Syria to start a family, according to his mother. 
Redouane, a Moroccan pastry chef who had married a British woman and lived in Ireland for some time, was the only one of the three attackers who had not come onto British security's radar. 
London's Borough Market remained sealed off Thursday with only a scattering of businesses opening nearby. The market was unlikely to open before Sunday, according to police. 
One of the businesses to re-open was Leon. On the night of the attack, staff pretended to lock the doors in a move that was thought to protect 20 customers inside. One customer outside the shop was stabbed several times in the neck. 
""Some of the people who were here on Saturday night are still a bit fragile,"" said John Vincent, the CEO and founder of Leon. ""Some people who weren't here on Saturday night have got this whole guilt thing going on that they weren't here to be supportive to their colleagues."" 
As detectives searched for clues in Saturday's attack, the investigation continued into last month's Manchester arena suicide bombing that killed 22 people and injured scores during an Ariana Grande concert. 
A Libyan counterterrorism official said Thursday that the brother of the Manchester arena suicide bomber knew he was planning something, and that his radicalization took root when he was living in the city in 2015. 
Libyan counterterrorism official Ahmed bin Salem said that Salman Abedi's younger brother Hashim was still being held for questioning in Libya. Abedi's father, who allegedly belonged to an al-Qaida backed militant group, was also being held in Libya. 
On Sunday, Grande performed during a benefit concert , which aimed to raise money for the victims of the deadly attack. 
Bin Salem said there were no apparent links between Abedi and the London Bridge attackers. 
Meanwhile, Britain's counter-terror chiefs said they are launching a major drive to train festival workers in the wake of the three deadly attacks. 
The measures were announced as the summer music season gets into full swing. The Glastonbury music and arts festival starts this month. © 2017 CBS Interactive Inc. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed. The Associated Press contributed to this report. ",Dramatic video shows moment police shot London Bridge attackers - CBS News,normal,c2a3f07eb04950a9ad9bda3cddd33fa06ba131e7
Jason Bentley,0,US,2017-06-08T21:01:36.002+03:00,495.0,english,18,https://media.npr.org/assets/img/2017/06/08/chico_mann_and_captain_planet_wide-b0b19bb38d84bf1ba6d3b3ad663882e32ae33c6a.jpg?s=1400,0,1,2017-06-08T21:01:36.002+03:00,0,Music : NPR,18,npr.org,0.0,"Y La Bamba's Luz Elena Mendoza and Nina Diaz perform during SXSW. Aaron Rogosin for NPR hide caption toggle caption Aaron Rogosin for NPR Watch Nina Diaz & Luz Elena Mendoza Sing On Each Other's Beautiful Songs March 20, 2017  In a church courtyard, Mendoza's yodel swirls in Diaz's gritty croon as the two songwriters perform together, on each other's songs, for the first time. 
A still Café Tacvba's ""Futuro"" video Jorge Alderete/YouTube hide caption toggle caption Jorge Alderete/YouTube In Café Tacvba's New Video, The 'Futuro' Is Not Black And White January 9, 2017  Café Tacvba looks beyond binaries to see time and the universe through an optimistic lens in this electronica-tinged Latin folk song. 
Chicano Batman in a still from its video for ""Friendship (Is A Small Boat In A Storm)."" Courtesy of the artist hide caption toggle caption Courtesy of the artist Celebrate Friendship With Chicano Batman's Groovy New Video December 8, 2016  The SoCal psychedelic-soul band's new album, Freedom Is Free , is due out in March. Watch a video for its new single, ""Friendship (Is A Small Boat In A Storm).""","Chico Mann And Captain Planet, 'Ya Te Toca' (Live)",normal,6143b6dd272ee1413cae90e994518b511db3446b
MJEA,0,US,2017-06-08T21:02:48.000+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,12,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ BĹÜÊDevilDog:~ Not possible. Close, but not possible.",James Comey testimony recap of Senate Intel hearing,normal,33675bcb54c263b9f847d3ad0bfbe072fcb731c4
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:48.000+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,2,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Can I have some fries with my nothing burger Mr. Comey?,James Comey testimony recap of Senate Intel hearing,normal,31513373aa37beee9810665574d5c156e5a1d2d8
NoIvoryTowers,0,US,2017-06-08T21:02:48.000+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,15,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"OMG, what if dan is don, and that 400 pound guy hacking on his bed.",James Comey testimony recap of Senate Intel hearing,normal,8e449e07ff028bc8d9d3e5305701193907b3de04
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:48.000+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,6,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Dan lives in Golden Colorado.,James Comey testimony recap of Senate Intel hearing,normal,87a24d8a3d78953fb57cfd1b123b9655ea798c05
zzpat,0,US,2017-06-08T21:02:48.000+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,14,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,It's going to be very hard for die-hard Christians to continue to support Trump. i expect their support to drop very fast.,James Comey testimony recap of Senate Intel hearing,normal,f3cd6b36510ef36a347cdec4ee47bad855e93a06
Jamerica12Independent,0,US,2017-06-08T21:02:48.000+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,3,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"Director Muller will indict a few people, looks like Trump is on that list, these people are scared and they should be",James Comey testimony recap of Senate Intel hearing,normal,32879802ccb26ca52f1aa4d79fd6ae96c00caf1d
DansNauseatedProctologist,0,US,2017-06-08T21:02:48.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,8,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ BLÜÊDEVILDOG:~ Dan has WAY worse than that . . . I can tell you . . .,James Comey testimony recap of Senate Intel hearing,normal,14b9ede7e99d7bc438b0a8d6541b41fc8400619a
ProgressiveDem,0,US,2017-06-08T21:02:48.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,5,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ zzpat We MUST get to the bottom of it. Even if the pathetic White Con Men party is destroyed.,James Comey testimony recap of Senate Intel hearing,normal,9cccd635bce1e58adcabe3bfffce0133e7560481
NoIvoryTowers,0,US,2017-06-08T21:02:48.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,10,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ BLÜÊDEVILDOG:~ Stop cruelty to cooties.,James Comey testimony recap of Senate Intel hearing,normal,3e5617c655d0f5f8ac8e25a15cc296c200b860de
svengron,0,US,2017-06-08T21:02:48.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,19,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ BĹÜÊDevilDog:~ 
You can tell the 'tards because they always say: ""I know you are but what am I?""",James Comey testimony recap of Senate Intel hearing,normal,b3d33566a1f1a0ec1b0ef62cb5e76a3922a2b704
MJEA,0,US,2017-06-08T21:02:48.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,4,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ zzpat Keep your eye on this process. It's only the beginning.,James Comey testimony recap of Senate Intel hearing,normal,e5392639ea261854c498f3f5c85140db971fdc55
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:48.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,16,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Nile Circle,James Comey testimony recap of Senate Intel hearing,normal,479dc71cbe2a7d016dfa383b51f7795dcc1b0d76
BĹÜÊDevilDog:~,0,US,2017-06-08T21:02:48.002+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,11,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Dan = Stupid as The Don.,James Comey testimony recap of Senate Intel hearing,normal,40b19df3eb56bd25604874bdf2dfb257196797fb
birdess,0,US,2017-06-08T21:02:48.002+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,23,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Pathological liar vs Director of FBI getting fired for not covering for the pig..,James Comey testimony recap of Senate Intel hearing,normal,4b9bb84fe00293986634c3539dcb2571efed3af8
ProgressiveDem,0,US,2017-06-08T21:02:48.003+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,9,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ BLÜÊDEVILDOG:~ You can tell a Dan by how stupidly loyal to the orange menace they are.,James Comey testimony recap of Senate Intel hearing,normal,bf01192112b3e24afb85361d229759cb1c87c17e
NoIvoryTowers,0,US,2017-06-08T21:02:48.004+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,28,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"i find it ironic that all those russian trolls have to come to AMERICA to do their trolling, because if they did it in russia against putin and his 'govt' they might disappera with a bag on their heads or otherwise get offed just a few blocks from the Kremlin. 
Russian trolls hate us for our freedoms, but they sure love them for themselves.",James Comey testimony recap of Senate Intel hearing,normal,66ab094db6f29e898333785e1e957cc4da8562b2
NoIvoryTowers,0,US,2017-06-08T21:02:48.004+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,20,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ BĹÜÊDevilDog:~ OMG, maybe dan is don?",James Comey testimony recap of Senate Intel hearing,normal,51c02c0b340462f8a862e5e752206ff8ebd6c55a
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:48.004+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,7,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Dan has cooties.,James Comey testimony recap of Senate Intel hearing,normal,66d55a3385c488b75c3f7f1d9c66715b0d1bc782
DansNauseatedProctologist,0,US,2017-06-08T21:02:48.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,26,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ zzpat The so-called ""Christians"" that support Trump are the biggest hypocrites you'll find.",James Comey testimony recap of Senate Intel hearing,normal,fdcd33a4d696be3336069ef36955cdc62ee25312
Draggingtheline,0,US,2017-06-08T21:02:48.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,22,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"Well Trump wasn't personally under investigation when Comey was still a director.
I bet that has changed exponentially now.",James Comey testimony recap of Senate Intel hearing,normal,8a77220aa3578956cd7e37d799d5d751adb6919d
ProgressiveDem,0,US,2017-06-08T21:02:48.006+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,13,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ BLÜÊDEVILDOG:~ You can;t read or listen very well, can you?",James Comey testimony recap of Senate Intel hearing,normal,17c0226ed49b52871d8d1c18b1a8d9b33582040b
zzpat,0,US,2017-06-08T21:02:48.006+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,1,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Russia installed the man they wanted in the White House. Neither side should be proud of how that happened or why it was so easy to do.,James Comey testimony recap of Senate Intel hearing,normal,ab78b69c83cfe8e0e0d531e7d15d9227eca0048b
LOuIvIlLE.,0,US,2017-06-08T21:02:48.007+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,21,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"Tooo funny Comey tries to come off like a boy scout but really he comes off more like J Edgar Hoover who retaliated against anyone who dared question the FBI. like they pointed out in the hearing Comey himself admitted to doing. 

The only leaks that came out were meant to damage Trump, none came out for example that showed that he wasn't under investigation. Comey, J Edgar Hoover the Second...",James Comey testimony recap of Senate Intel hearing,normal,39ed7e4d14bcf2e62090a26a482ebab73a196091
BĹÜÊDevilDog:~,0,US,2017-06-08T21:02:48.007+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,18,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ BLÜÊDEVILDOG:~ Do you? I'm sorry you do, what with all your other problems....",James Comey testimony recap of Senate Intel hearing,normal,8b966065bee155e8d5cc61e06416525ea04eb671
ProgressiveDem,0,US,2017-06-08T21:02:48.009+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,17,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ BLÜÊDEVILDOG:~ Sorry for that city.,James Comey testimony recap of Senate Intel hearing,normal,cfd16684e1a32c4b1241c59cfaaa16b646ab9c31
micheal9478,0,US,2017-06-08T21:02:48.011+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,30,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"Reality is the Dems just lost 2020 today. Comments are 10 to 1 in favor of Trump and no amount of liberal MSM will change that.

You sunk yourselves liberals with the BS of Russia.",James Comey testimony recap of Senate Intel hearing,normal,a41765923ab93bbfa540bb8238feacefcb6887c0
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:48.012+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,32,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ zzpat Dan is certainly not a Christian.,James Comey testimony recap of Senate Intel hearing,normal,295050375691e585fd9dbf9f56ad581c94a46651
pgcmoore,0,US,2017-06-08T21:02:48.015+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,24,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"if someone pulls a gun on you, says i hope you give me your money

Thats still robbery!

lock him up!",James Comey testimony recap of Senate Intel hearing,normal,63c58bf99385b1238dcd3eee89358da987550297
Jamerica12Independent,0,US,2017-06-08T21:02:48.016+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,29,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"One thing being overlooked, Trump said I was loyal to you for keeping McCabe, now be loyal to me and drop the Flynn investigation, that's gangster, mob boss",James Comey testimony recap of Senate Intel hearing,normal,5094adf8306704200f33c5c20874ca7083bfea4d
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:49.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,27,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ ProgressiveDem @ BLÜÊDEVILDOG:~ Sorry for that street.,James Comey testimony recap of Senate Intel hearing,normal,d67283fb90b5593d08509da4189547b9b2730fb1
BĹÜÊDevilDog:~,0,US,2017-06-08T21:02:49.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,33,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ BLÜÊDEVILDOG:~ Try W. 50th St. Unless, of course he's been evicted from his new house.",James Comey testimony recap of Senate Intel hearing,normal,a9c28cbcc2dfe0f222434885f4556b5c06044ebc
BLÜÊDEVILDOG:~,0,US,2017-06-08T21:02:49.001+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,25,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,@ pgcmoore But not obstruction. How do we change this? We need to make this stick somehow.,James Comey testimony recap of Senate Intel hearing,normal,270a02e536fac18517a6160f938d57836d5db412
Draggingtheline,0,US,2017-06-08T21:02:50.002+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,31,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"@ LOuIvIlLE. 
Those that have nothing left to lose always shoot the messenger.",James Comey testimony recap of Senate Intel hearing,normal,65d570a233cea3ab9910cbf0621d774a9d097675
Onfyre,0,US,2017-06-08T21:02:50.003+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,34,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,If Biff goes down for this there will be Civil war 2 happening here in America. Trump sheeple out killing everyone that doesn't own a red make America great again hat.,James Comey testimony recap of Senate Intel hearing,normal,2d0570ce0a133342b51363869ad830be18575447
micheal9478,0,US,2017-06-08T21:02:50.004+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,35,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,"So Comey is the leaker huh? That is a felony. LMFAO.

What is the biggest flop? Today or Rachel Madcow tax returns!!!

Good luck in 2020 Dems. You lost today.",James Comey testimony recap of Senate Intel hearing,normal,14124452064eeac92ed270b691ae59fdf9de7ab7
President Fat Coward,0,US,2017-06-08T21:02:50.005+03:00,584.0,english,0,http://cbsnews1.cbsistatic.com/hub/i/2017/06/08/d5440983-683b-4c69-93fd-c96753c289f0/gettyimages-693758754.jpg,37,21,2017-06-08T15:00:00.000+03:00,50,Home - CBSNews.com,0,cbsnews.com,0.0,Even Fox News reporters are turning on Trump.,James Comey testimony recap of Senate Intel hearing,normal,7b48f9322b733664068b5c4fbd32f5f0013343d4
